idx,시점,지역동,65세이상총합,65세이상남자,65세이상여자,총인구,총인구남자,총인구여자
1166,2021-06-01,신창동,82,38,44,250,129,121
1167,2021-06-01,신평동,6071,2766,3305,33005,16740,16265
1168,2021-06-01,신호동,1577,727,851,13878,7459,6420
1169,2021-06-01,아미동,2392,1024,1368,6777,3437,3340
1170,2021-06-01,안락동,8647,3856,4791,42193,20632,21561
1171,2021-06-01,암남동,3229,1388,1841,12952,6353,6599
1172,2021-06-01,양정동,6075,2569,3506,32795,15273,17522
1173,2021-06-01,엄궁동,3753,1706,2047,27503,13743,13760
1174,2021-06-01,연산동,29212,12950,16262,143757,69154,74603
1175,2021-06-01,연지동,4591,1981,2610,20800,9833,10967
1176,2021-06-01,영선동,3691,1583,2108,12439,6020,6419
1177,2021-06-01,영주동,3255,1388,1867,11816,5871,5945
1178,2021-06-01,오륜동,35,15,20,189,90,98
1179,2021-06-01,온천동,14304,6379,7925,73470,35535,37935
1180,2021-06-01,용당동,1685,763,922,8253,4195,4058
1181,2021-06-01,용호동,16909,7445,9464,82413,39913,42500
1182,2021-06-01,우동,13966,6270,7696,82351,39144,43207
1183,2021-06-01,우암동,3670,1583,2087,12987,6423,6564
1184,2021-06-01,일광읍,3647,1619,2028,25637,12723,12914
1185,2021-06-01,장림동,6471,2953,3518,38550,19715,18835
1186,2021-06-01,장안읍,2306,1037,1269,8585,4613,3972
1187,2021-06-01,장전동,7281,3050,4231,45034,22347,22687
1188,2021-06-01,재송동,9609,4304,5305,63145,30955,32190
1189,2021-06-01,전포동,7841,3383,4458,43142,20513,22629
1190,2021-06-01,정관읍,8786,3787,4999,81775,40430,41345
1191,2021-06-01,좌동,13631,5643,7988,89902,42016,47886
1192,2021-06-01,좌천동,3150,1308,1842,10890,5291,5599
1193,2021-06-01,주례동,9056,4179,4877,51787,25930,25857
1194,2021-06-01,죽동동,172,81,90,438,232,205
1195,2021-06-01,죽림동,172,82,91,439,233,206
1196,2021-06-01,중동,6947,3042,3905,43245,20714,22531
1197,2021-06-01,중앙동,458,216,242,2573,1229,1344
1198,2021-06-01,지사동,1167,538,630,10270,5520,4751
1199,2021-06-01,창선동,81,38,44,250,128,121
1200,2021-06-01,천성동,216,98,118,724,379,344
1201,2021-06-01,철마면,2500,1161,1339,7958,4024,3934
1202,2021-06-01,청룡동,2515,1165,1351,9031,4439,4592
1203,2021-06-01,청학동,6341,2741,3600,24215,12009,12206
1204,2021-06-01,초량동,6741,2799,3942,29219,14369,14850
1205,2021-06-01,초읍동,5835,2491,3344,22163,10724,11439
1206,2021-06-01,초장동,1556,652,904,4401,2232,2169
1207,2021-06-01,충무동,615,261,354,2474,1182,1292
1208,2021-06-01,칠산동,1171,484,687,3934,1908,2025
1209,2021-06-01,토성동,1847,784,1063,7423,3546,3877
1210,2021-06-01,하단동,7785,3449,4336,46854,23358,23496
1211,2021-06-01,학장동,5245,2368,2877,28598,14305,14293
1212,2021-06-01,화명동,11126,5047,6079,88691,43506,45185
1213,2021-06-01,화전동,431,199,233,3794,2039,1755
1214,2021-06-01,회동동,714,339,374,2476,1311,1165
1215,2021-07-01,가야동,8118,3610,4508,36262,17883,18379
1216,2021-07-01,감만동,5401,2360,3041,20050,10097,9953
1217,2021-07-01,감전동,3072,1398,1674,13512,7160,6352
1218,2021-07-01,감천동,6714,2914,3800,24931,12428,12503
1219,2021-07-01,강동동,1486,692,794,4297,2295,2002
1220,2021-07-01,개금동,10808,4728,6080,56991,27551,29440
1221,2021-07-01,거제동,12031,5283,6748,62390,30072,32318
1222,2021-07-01,광복동,81,37,43,248,128,120
1223,2021-07-01,광안동,13566,5747,7819,67660,31429,36231
1224,2021-07-01,괘법동,3570,1718,1852,22332,11598,10734
1225,2021-07-01,괴정동,14203,6160,8043,58713,28430,30283
1226,2021-07-01,구랑동,21,9,11,186,100,86
1227,2021-07-01,구서동,9828,4322,5506,53399,25470,27929
1228,2021-07-01,구평동,1650,786,864,11580,5919,5661
1229,2021-07-01,구포동,11529,5306,6223,60607,31007,29600
1230,2021-07-01,금곡동,8653,3555,5098,38304,18546,19758
1231,2021-07-01,금사동,1600,763,837,5515,2915,2600
1232,2021-07-01,금성동,277,120,157,1053,506,547
1233,2021-07-01,기장읍,11364,4683,6681,52714,25714,27000
1234,2021-07-01,낙민동,3806,1664,2142,20119,9773,10347
1235,2021-07-01,남부민동,4700,2012,2688,14199,7145,7054
1236,2021-07-01,남산동,6656,2915,3741,29149,14227,14922
1237,2021-07-01,남천동,5405,2301,3104,26092,12083,14009
1238,2021-07-01,남포동,303,143,160,944,534,410
1239,2021-07-01,남항동,1109,465,644,3606,1798,1808
1240,2021-07-01,노포동,221,102,118,792,389,402
1241,2021-07-01,녹산동,159,73,86,1399,752,646
1242,2021-07-01,눌차동,181,82,98,608,319,289
1243,2021-07-01,다대동,12385,5447,6938,66797,33221,33576
1244,2021-07-01,당감동,9534,4045,5489,44978,21623,23355
1245,2021-07-01,당리동,5389,2508,2881,26635,13060,13575
1246,2021-07-01,대교동,1108,465,644,3605,1798,1807
1247,2021-07-01,대연동,16216,7100,9116,93338,45566,47772
1248,2021-07-01,대저1동,2183,1080,1103,6578,3625,2953
1249,2021-07-01,대저2동,1700,810,890,7145,4004,3141
1250,2021-07-01,대창동,82,38,44,249,129,121
1251,2021-07-01,대청동,1615,642,973,6344,2975,3369
1252,2021-07-01,대평동,1108,464,643,3605,1798,1807
1253,2021-07-01,대항동,144,66,78,487,255,231
1254,2021-07-01,덕천동,8604,3633,4971,34342,16952,17390
1255,2021-07-01,덕포동,4307,1948,2359,21713,11030,10683
1256,2021-07-01,동광동,905,408,497,2725,1385,1340
1257,2021-07-01,동대신동,5424,2277,3147,20606,9888,10718
1258,2021-07-01,동삼동,11144,4826,6318,41346,20332,21014
1259,2021-07-01,동선동,326,149,178,1097,575,522
1260,2021-07-01,두구동,594,286,309,1866,999,868
1261,2021-07-01,만덕동,11178,5193,5985,61841,30281,31560
1262,2021-07-01,망미동,9458,4173,5285,38688,18662,20026
1263,2021-07-01,명륜동,3330,1450,1880,24901,12228,12673
1264,2021-07-01,명장동,6541,2964,3577,29222,14209,15013
1265,2021-07-01,명지동,5837,2753,3084,82446,41319,41127
1266,2021-07-01,모라동,9401,3893,5508,38914,19214,19700
1267,2021-07-01,문현동,10546,4433,6113,46760,22826,23934
1268,2021-07-01,미음동,42,19,22,372,200,172
1269,2021-07-01,민락동,5567,2435,3132,28470,13727,14743
1270,2021-07-01,반송동,11461,4681,6781,37407,18401,19006
1271,2021-07-01,반여동,13651,5949,7702,72519,35667,36852
1272,2021-07-01,범방동,95,44,52,839,451,387
1273,2021-07-01,범일동,6355,2717,3638,24141,11959,12182
1274,2021-07-01,범전동,1458,660,798,7949,3985,3963
1275,2021-07-01,범천동,6751,2874,3877,32527,15639,16888
1276,2021-07-01,보수동,2783,1166,1617,10634,5159,5475
1277,2021-07-01,복천동,1748,723,1025,5832,2832,3001
1278,2021-07-01,봉래동,4093,1691,2402,14459,7076,7383
1279,2021-07-01,봉림동,413,197,217,1054,560,494
1280,2021-07-01,부곡동,12395,5243,7152,54177,25999,28178
1281,2021-07-01,부민동,902,393,510,4643,2202,2441
1282,2021-07-01,부암동,7382,3242,4140,40537,19908,20629
1283,2021-07-01,부용동,582,253,328,2997,1422,1575
1284,2021-07-01,부전동,2820,1272,1548,17819,8897,8923
1285,2021-07-01,부평동,1354,555,799,4537,2141,2396
1286,2021-07-01,사직동,8761,3770,4991,55831,27146,28685
1287,2021-07-01,삼락동,1450,643,807,5811,3110,2701
1288,2021-07-01,생곡동,84,39,45,745,401,344
1289,2021-07-01,서대신동,6006,2524,3482,29920,14090,15830
1290,2021-07-01,서동,7329,3209,4120,26173,13156,13017
1291,2021-07-01,석대동,43,17,25,138,69,69
1292,2021-07-01,선동,152,72,79,477,255,221
1293,2021-07-01,성북동,290,133,158,975,512,464
1294,2021-07-01,송정동_강서구,319,147,172,2797,1505,1293
1295,2021-07-01,송정동_해운대구,2435,1009,1426,9937,4795,5142
1296,2021-07-01,수안동,2400,1049,1351,12690,6163,6526
1297,2021-07-01,수영동,4351,1868,2483,14812,7109,7703
1298,2021-07-01,수정동,7208,2913,4295,23469,11278,12191
1299,2021-07-01,식만동,172,81,90,439,233,206
1300,2021-07-01,신선동,3004,1214,1790,8510,4284,4226
1301,2021-07-01,신창동,82,38,44,249,128,121
1302,2021-07-01,신평동,6079,2763,3316,32938,16696,16242
1303,2021-07-01,신호동,1592,734,858,13984,7522,6462
1304,2021-07-01,아미동,2380,1014,1366,6750,3428,3322
1305,2021-07-01,안락동,8701,3879,4822,42133,20606,21527
1306,2021-07-01,암남동,3246,1395,1851,12926,6342,6584
1307,2021-07-01,양정동,6047,2560,3487,32602,15189,17413
1308,2021-07-01,엄궁동,3777,1721,2056,27472,13730,13742
1309,2021-07-01,연산동,29313,12993,16320,143546,69017,74529
1310,2021-07-01,연지동,4608,1983,2625,20779,9823,10956
1311,2021-07-01,영선동,3717,1596,2121,12427,6012,6415
1312,2021-07-01,영주동,3271,1399,1872,11818,5877,5941
1313,2021-07-01,오륜동,35,15,20,188,90,98
1314,2021-07-01,온천동,14373,6413,7960,73345,35475,37870
1315,2021-07-01,용당동,1687,762,925,8258,4200,4058
1316,2021-07-01,용호동,16964,7463,9501,82369,39864,42505
1317,2021-07-01,우동,13998,6279,7719,82346,39136,43210
1318,2021-07-01,우암동,3693,1597,2096,12989,6429,6560
1319,2021-07-01,일광읍,3666,1633,2033,25746,12779,12967
1320,2021-07-01,장림동,6497,2971,3526,38437,19663,18774
1321,2021-07-01,장안읍,2301,1034,1267,8600,4622,3978
1322,2021-07-01,장전동,7292,3058,4234,44959,22310,22649
1323,2021-07-01,재송동,9633,4327,5306,63044,30917,32127
1324,2021-07-01,전포동,7820,3370,4450,43036,20447,22589
1325,2021-07-01,정관읍,8832,3796,5036,81790,40435,41355
1326,2021-07-01,좌동,13677,5673,8004,89816,41980,47836
1327,2021-07-01,좌천동,3155,1311,1844,10848,5264,5584
1328,2021-07-01,주례동,9092,4193,4899,51731,25899,25832
1329,2021-07-01,죽동동,172,81,90,438,233,205
1330,2021-07-01,죽림동,172,82,91,439,233,206
1331,2021-07-01,중동,6977,3058,3919,43438,20808,22630
1332,2021-07-01,중앙동,462,221,241,2669,1278,1391
1333,2021-07-01,지사동,1178,544,635,10348,5567,4782
1334,2021-07-01,창선동,81,38,44,249,128,120
1335,2021-07-01,천성동,218,99,118,730,383,347
1336,2021-07-01,철마면,2511,1166,1345,7936,4015,3921
1337,2021-07-01,청룡동,2521,1168,1354,9009,4427,4583
1338,2021-07-01,청학동,6333,2735,3598,24022,11901,12121
1339,2021-07-01,초량동,6762,2816,3946,29306,14406,14900
1340,2021-07-01,초읍동,5858,2507,3351,22109,10693,11416
1341,2021-07-01,초장동,1559,654,905,4379,2220,2159
1342,2021-07-01,충무동,619,265,353,2473,1184,1288
1343,2021-07-01,칠산동,1174,485,689,3921,1903,2017
1344,2021-07-01,토성동,1857,797,1061,7421,3555,3867
1345,2021-07-01,하단동,7827,3465,4362,46835,23338,23497
1346,2021-07-01,학장동,5272,2384,2888,28520,14272,14248
1347,2021-07-01,화명동,11146,5058,6088,88602,43455,45147
1348,2021-07-01,화전동,436,201,235,3823,2056,1767
1349,2021-07-01,회동동,716,341,375,2471,1306,1165
1350,2021-08-01,가야동,8149,3611,4538,36196,17838,18358
1351,2021-08-01,감만동,5409,2363,3046,19990,10075,9915
1352,2021-08-01,감전동,3085,1405,1680,13423,7108,6315
1353,2021-08-01,감천동,6741,2923,3818,24776,12341,12435
1354,2021-08-01,강동동,1491,699,792,4276,2289,1987
1355,2021-08-01,개금동,10861,4749,6112,56919,27481,29438
1356,2021-08-01,거제동,12066,5300,6766,62258,30011,32247
1357,2021-08-01,광복동,81,37,44,246,125,120
1358,2021-08-01,광안동,13634,5784,7850,67888,31526,36362
1359,2021-08-01,괘법동,3580,1724,1856,22350,11604,10746
1360,2021-08-01,괴정동,14252,6177,8075,58608,28354,30254
1361,2021-08-01,구랑동,21,9,11,187,101,86
1362,2021-08-01,구서동,9867,4348,5519,53248,25377,27871
1363,2021-08-01,구평동,1701,812,889,12358,6326,6032
1364,2021-08-01,구포동,11618,5338,6280,60899,31143,29756
1365,2021-08-01,금곡동,8696,3571,5125,38216,18484,19732
1366,2021-08-01,금사동,1606,767,839,5502,2905,2597
1367,2021-08-01,금성동,277,120,157,1055,506,549
1368,2021-08-01,기장읍,11418,4701,6717,52702,25707,26995
1369,2021-08-01,낙민동,3817,1673,2145,20079,9750,10329
1370,2021-08-01,남부민동,4691,2012,2679,14082,7070,7012
1371,2021-08-01,남산동,6693,2949,3744,29088,14196,14892
1372,2021-08-01,남천동,5420,2306,3114,26053,12054,13999
1373,2021-08-01,남포동,304,145,159,935,532,403
1374,2021-08-01,남항동,1121,468,653,3607,1800,1807
1375,2021-08-01,노포동,222,103,119,791,388,402
1376,2021-08-01,녹산동,162,75,87,1408,757,650
1377,2021-08-01,눌차동,181,82,99,606,318,288
1378,2021-08-01,다대동,12449,5481,6968,66585,33094,33491
1379,2021-08-01,당감동,9594,4076,5518,44943,21591,23352
1380,2021-08-01,당리동,5410,2517,2893,26609,13045,13564
1381,2021-08-01,대교동,1121,468,653,3607,1800,1807
1382,2021-08-01,대연동,16275,7113,9162,93275,45537,47738
1383,2021-08-01,대저1동,2195,1088,1107,6546,3609,2937
1384,2021-08-01,대저2동,1709,815,894,7170,4020,3150
1385,2021-08-01,대창동,82,37,45,247,126,121
1386,2021-08-01,대청동,1623,646,977,6327,2968,3359
1387,2021-08-01,대평동,1121,468,653,3606,1799,1807
1388,2021-08-01,대항동,145,66,79,485,254,230
1389,2021-08-01,덕천동,8619,3641,4978,34211,16887,17324
1390,2021-08-01,덕포동,4344,1974,2370,21715,11040,10675
1391,2021-08-01,동광동,907,410,497,2718,1379,1339
1392,2021-08-01,동대신동,5436,2280,3156,20611,9892,10719
1393,2021-08-01,동삼동,11162,4835,6327,41177,20250,20927
1394,2021-08-01,동선동,328,150,179,1092,573,519
1395,2021-08-01,두구동,598,286,313,1863,997,867
1396,2021-08-01,만덕동,11263,5226,6037,61930,30317,31613
1397,2021-08-01,망미동,9485,4189,5296,38615,18640,19975
1398,2021-08-01,명륜동,3354,1463,1891,24904,12236,12668
1399,2021-08-01,명장동,6581,2978,3603,29195,14196,14999
1400,2021-08-01,명지동,5878,2766,3112,82714,41476,41238
1401,2021-08-01,모라동,9443,3922,5521,38815,19159,19656
1402,2021-08-01,문현동,10584,4450,6134,46655,22759,23896
1403,2021-08-01,미음동,42,19,23,375,202,173
1404,2021-08-01,민락동,5577,2450,3127,28467,13720,14747
1405,2021-08-01,반송동,11497,4704,6793,37316,18356,18960
1406,2021-08-01,반여동,13701,5979,7722,72371,35596,36775
1407,2021-08-01,범방동,96,45,51,845,454,390
1408,2021-08-01,범일동,6339,2715,3624,23992,11895,12097
1409,2021-08-01,범전동,1471,663,807,7971,3997,3974
1410,2021-08-01,범천동,6778,2883,3895,32504,15600,16904
1411,2021-08-01,보수동,2789,1171,1618,10610,5152,5458
1412,2021-08-01,복천동,1745,722,1024,5805,2819,2987
1413,2021-08-01,봉래동,4113,1703,2410,14533,7120,7413
1414,2021-08-01,봉림동,417,197,221,1056,559,497
1415,2021-08-01,부곡동,12472,5276,7196,54561,26181,28381
1416,2021-08-01,부민동,906,395,512,4615,2189,2427
1417,2021-08-01,부암동,7419,3269,4150,40572,19914,20658
1418,2021-08-01,부용동,585,254,330,2980,1413,1566
1419,2021-08-01,부전동,2832,1278,1555,17843,8901,8942
1420,2021-08-01,부평동,1364,559,805,4534,2139,2395
1421,2021-08-01,사직동,8819,3795,5024,55838,27129,28709
1422,2021-08-01,삼락동,1468,653,815,5821,3120,2701
1423,2021-08-01,생곡동,85,39,46,750,404,347
1424,2021-08-01,서대신동,6035,2533,3502,29869,14069,15800
1425,2021-08-01,서동,7344,3215,4129,26100,13122,12978
1426,2021-08-01,석대동,43,18,25,138,69,69
1427,2021-08-01,선동,153,72,80,476,254,221
1428,2021-08-01,성북동,292,133,159,971,510,462
1429,2021-08-01,송정동_강서구,323,150,174,2816,1516,1300
1430,2021-08-01,송정동_해운대구,2450,1015,1435,9905,4775,5130
1431,2021-08-01,수안동,2407,1054,1352,12664,6149,6515
1432,2021-08-01,수영동,4362,1875,2487,14792,7100,7692
1433,2021-08-01,수정동,7220,2914,4306,23380,11226,12154
1434,2021-08-01,식만동,173,81,91,440,233,207
1435,2021-08-01,신선동,3001,1216,1785,8477,4264,4213
1436,2021-08-01,신창동,82,37,45,247,126,121
1437,2021-08-01,신평동,6113,2780,3333,32850,16669,16181
1438,2021-08-01,신호동,1612,746,866,14078,7578,6500
1439,2021-08-01,아미동,2390,1015,1375,6736,3417,3319
1440,2021-08-01,안락동,8739,3895,4844,42017,20540,21477
1441,2021-08-01,암남동,3258,1399,1859,12877,6324,6553
1442,2021-08-01,양정동,6021,2546,3475,32431,15103,17328
1443,2021-08-01,엄궁동,3799,1735,2064,27376,13687,13689
1444,2021-08-01,연산동,29442,13044,16398,143442,68999,74443
1445,2021-08-01,연지동,4620,1986,2634,20707,9776,10931
1446,2021-08-01,영선동,3719,1594,2125,12377,5973,6404
1447,2021-08-01,영주동,3286,1403,1883,11816,5852,5964
1448,2021-08-01,오륜동,35,15,20,188,90,97
1449,2021-08-01,온천동,14408,6426,7982,73267,35442,37825
1450,2021-08-01,용당동,1697,764,933,8272,4199,4073
1451,2021-08-01,용호동,17022,7474,9548,82187,39726,42461
1452,2021-08-01,우동,14054,6307,7747,82175,39040,43135
1453,2021-08-01,우암동,3713,1610,2103,12954,6414,6540
1454,2021-08-01,일광읍,3699,1650,2049,25815,12795,13020
1455,2021-08-01,장림동,6547,2992,3555,38304,19598,18706
1456,2021-08-01,장안읍,2299,1031,1268,8594,4626,3968
1457,2021-08-01,장전동,7299,3057,4242,44900,22322,22578
1458,2021-08-01,재송동,9678,4358,5320,62976,30866,32110
1459,2021-08-01,전포동,7831,3371,4460,42887,20358,22529
1460,2021-08-01,정관읍,8889,3821,5068,81765,40398,41367
1461,2021-08-01,좌동,13758,5708,8050,89769,41946,47823
1462,2021-08-01,좌천동,3164,1315,1849,10862,5275,5587
1463,2021-08-01,주례동,9130,4205,4925,51600,25841,25759
1464,2021-08-01,죽동동,173,81,91,439,232,207
1465,2021-08-01,죽림동,173,82,92,440,233,207
1466,2021-08-01,중동,7003,3074,3929,43467,20835,22632
1467,2021-08-01,중앙동,466,224,242,2787,1337,1450
1468,2021-08-01,지사동,1193,552,641,10418,5608,4810
1469,2021-08-01,창선동,81,37,44,246,126,121
1470,2021-08-01,천성동,218,99,118,728,382,346
1471,2021-08-01,철마면,2523,1175,1348,7935,4020,3915
1472,2021-08-01,청룡동,2530,1173,1357,9003,4421,4583
1473,2021-08-01,청학동,6359,2742,3617,24002,11882,12120
1474,2021-08-01,초량동,6771,2815,3956,29351,14421,14930
1475,2021-08-01,초읍동,5893,2528,3365,22165,10698,11467
1476,2021-08-01,초장동,1562,657,905,4361,2212,2149
1477,2021-08-01,충무동,619,265,353,2466,1180,1285
1478,2021-08-01,칠산동,1173,484,688,3903,1894,2008
1479,2021-08-01,토성동,1857,797,1061,7399,3542,3858
1480,2021-08-01,하단동,7867,3482,4385,46795,23339,23456
1481,2021-08-01,학장동,5302,2392,2910,28447,14235,14212
1482,2021-08-01,화명동,11210,5089,6121,88645,43471,45174
1483,2021-08-01,화전동,441,204,237,3848,2072,1777
1484,2021-08-01,회동동,719,343,376,2465,1301,1164
1485,2021-09-01,가야동,8187,3625,4562,36213,17848,18365
1486,2021-09-01,감만동,5423,2371,3052,19929,10039,9890
1487,2021-09-01,감전동,3098,1412,1686,13399,7100,6299
1488,2021-09-01,감천동,6764,2924,3840,24673,12280,12393
1489,2021-09-01,강동동,1485,700,785,4253,2281,1972
1490,2021-09-01,개금동,10893,4763,6130,56850,27445,29405
1491,2021-09-01,거제동,12118,5327,6791,62240,29999,32241
1492,2021-09-01,광복동,82,37,44,243,123,119
1493,2021-09-01,광안동,13682,5799,7883,67894,31503,36391
1494,2021-09-01,괘법동,3626,1746,1880,22423,11617,10806
1495,2021-09-01,괴정동,14314,6217,8097,58553,28323,30230
1496,2021-09-01,구랑동,21,10,11,188,101,87
1497,2021-09-01,구서동,9920,4375,5545,53244,25378,27866
1498,2021-09-01,구평동,1731,821,910,12711,6492,6219
1499,2021-09-01,구포동,11676,5361,6315,60995,31169,29826
1500,2021-09-01,금곡동,8736,3590,5146,38185,18458,19727
1501,2021-09-01,금사동,1615,770,846,5477,2890,2587
1502,2021-09-01,금성동,275,120,155,1055,510,545
1503,2021-09-01,기장읍,11433,4711,6722,52675,25686,26989
1504,2021-09-01,낙민동,3829,1678,2152,20035,9726,10310
1505,2021-09-01,남부민동,4692,2017,2675,14022,7041,6981
1506,2021-09-01,남산동,6727,2962,3765,29123,14189,14934
1507,2021-09-01,남천동,5438,2315,3123,26062,12065,13997
1508,2021-09-01,남포동,308,147,161,933,532,401
1509,2021-09-01,남항동,1128,471,657,3608,1800,1808
1510,2021-09-01,노포동,223,103,120,789,387,402
1511,2021-09-01,녹산동,163,75,88,1417,762,654
1512,2021-09-01,눌차동,183,84,99,607,320,287
1513,2021-09-01,다대동,12526,5513,7013,66420,33003,33417
1514,2021-09-01,당감동,9634,4088,5546,44864,21552,23312
1515,2021-09-01,당리동,5447,2536,2911,26588,13034,13554
1516,2021-09-01,대교동,1127,471,657,3608,1800,1808
1517,2021-09-01,대연동,16321,7137,9184,93454,45675,47779
1518,2021-09-01,대저1동,2202,1091,1111,6544,3603,2941
1519,2021-09-01,대저2동,1703,810,893,7134,4015,3119
1520,2021-09-01,대창동,82,38,45,244,124,120
1521,2021-09-01,대청동,1624,649,975,6313,2963,3350
1522,2021-09-01,대평동,1127,470,656,3607,1800,1807
1523,2021-09-01,대항동,147,67,79,486,256,230
1524,2021-09-01,덕천동,8635,3658,4977,34131,16854,17277
1525,2021-09-01,덕포동,4376,1996,2380,21698,11038,10660
1526,2021-09-01,동광동,910,409,501,2697,1368,1329
1527,2021-09-01,동대신동,5468,2294,3174,20659,9908,10751
1528,2021-09-01,동삼동,11185,4839,6346,41076,20196,20880
1529,2021-09-01,동선동,331,152,180,1094,576,518
1530,2021-09-01,두구동,600,286,315,1860,997,864
1531,2021-09-01,만덕동,11323,5260,6063,61923,30300,31623
1532,2021-09-01,망미동,9530,4219,5311,38504,18594,19910
1533,2021-09-01,명륜동,3366,1468,1898,24875,12234,12641
1534,2021-09-01,명장동,6614,2989,3625,29156,14169,14987
1535,2021-09-01,명지동,5946,2801,3145,82976,41613,41363
1536,2021-09-01,모라동,9479,3947,5532,38735,19103,19632
1537,2021-09-01,문현동,10596,4453,6143,46554,22703,23851
1538,2021-09-01,미음동,43,20,23,377,203,174
1539,2021-09-01,민락동,5603,2456,3147,28552,13771,14781
1540,2021-09-01,반송동,11525,4719,6806,37251,18315,18936
1541,2021-09-01,반여동,13786,6015,7771,72293,35527,36766
1542,2021-09-01,범방동,97,45,53,850,457,392
1543,2021-09-01,범일동,6356,2733,3623,23924,11878,12046
1544,2021-09-01,범전동,1484,668,816,7980,3990,3989
1545,2021-09-01,범천동,6795,2889,3906,32508,15606,16902
1546,2021-09-01,보수동,2793,1175,1618,10599,5139,5460
1547,2021-09-01,복천동,1745,723,1022,5781,2807,2975
1548,2021-09-01,봉래동,4123,1711,2412,14575,7136,7439
1549,2021-09-01,봉림동,414,194,221,1050,557,493
1550,2021-09-01,부곡동,12536,5300,7236,54690,26250,28440
1551,2021-09-01,부민동,910,397,514,4606,2179,2427
1552,2021-09-01,부암동,7449,3287,4162,40563,19895,20668
1553,2021-09-01,부용동,587,255,331,2974,1407,1567
1554,2021-09-01,부전동,2839,1278,1561,17877,8912,8966
1555,2021-09-01,부평동,1367,563,804,4546,2151,2395
1556,2021-09-01,사직동,8857,3817,5040,55785,27109,28676
1557,2021-09-01,삼락동,1473,650,823,5820,3114,2706
1558,2021-09-01,생곡동,87,40,46,755,406,348
1559,2021-09-01,서대신동,6048,2542,3506,29825,14044,15781
1560,2021-09-01,서동,7360,3223,4137,26040,13091,12949
1561,2021-09-01,석대동,43,18,25,138,69,69
1562,2021-09-01,선동,153,72,80,476,255,220
1563,2021-09-01,성북동,295,135,160,972,512,460
1564,2021-09-01,송정동_강서구,327,150,176,2834,1526,1308
1565,2021-09-01,송정동_해운대구,2470,1025,1445,9934,4792,5142
1566,2021-09-01,수안동,2414,1057,1356,12637,6134,6502
1567,2021-09-01,수영동,4385,1888,2497,14787,7084,7703
1568,2021-09-01,수정동,7236,2928,4308,23348,11215,12133
1569,2021-09-01,식만동,172,81,91,437,232,205
1570,2021-09-01,신선동,2990,1204,1786,8437,4237,4200
1571,2021-09-01,신창동,82,38,45,244,124,120
1572,2021-09-01,신평동,6136,2794,3342,32797,16668,16129
1573,2021-09-01,신호동,1632,753,880,14169,7627,6543
1574,2021-09-01,아미동,2383,1016,1367,6683,3392,3291
1575,2021-09-01,안락동,8793,3922,4871,41988,20519,21469
1576,2021-09-01,암남동,3272,1410,1862,12857,6332,6525
1577,2021-09-01,양정동,6042,2553,3489,32350,15052,17298
1578,2021-09-01,엄궁동,3804,1733,2071,27341,13662,13679
1579,2021-09-01,연산동,29593,13101,16492,143436,69001,74435
1580,2021-09-01,연지동,4642,1998,2644,20664,9756,10908
1581,2021-09-01,영선동,3723,1604,2119,12365,5971,6394
1582,2021-09-01,영주동,3297,1404,1893,11824,5866,5958
1583,2021-09-01,오륜동,35,15,20,187,90,97
1584,2021-09-01,온천동,14468,6434,8034,73281,35440,37841
1585,2021-09-01,용당동,1708,772,936,8290,4205,4085
1586,2021-09-01,용호동,17096,7500,9596,82136,39661,42475
1587,2021-09-01,우동,14102,6326,7776,82155,39009,43146
1588,2021-09-01,우암동,3730,1617,2113,12899,6380,6519
1589,2021-09-01,일광읍,3722,1660,2062,25833,12804,13029
1590,2021-09-01,장림동,6578,3007,3571,38267,19564,18703
1591,2021-09-01,장안읍,2307,1034,1273,8569,4613,3956
1592,2021-09-01,장전동,7309,3056,4253,44969,22350,22619
1593,2021-09-01,재송동,9734,4377,5357,62906,30853,32053
1594,2021-09-01,전포동,7854,3378,4476,42852,20321,22531
1595,2021-09-01,정관읍,8940,3837,5103,81794,40385,41409
1596,2021-09-01,좌동,13816,5737,8079,89778,41902,47876
1597,2021-09-01,좌천동,3166,1317,1849,10825,5259,5566
1598,2021-09-01,주례동,9174,4224,4950,51596,25854,25742
1599,2021-09-01,죽동동,172,80,91,437,231,205
1600,2021-09-01,죽림동,173,81,92,437,232,206
1601,2021-09-01,중동,7034,3085,3949,43463,20837,22626
1602,2021-09-01,중앙동,466,223,243,2822,1349,1473
1603,2021-09-01,지사동,1208,557,651,10485,5644,4842
1604,2021-09-01,창선동,82,37,44,243,124,120
1605,2021-09-01,천성동,220,101,119,729,384,345
1606,2021-09-01,철마면,2526,1178,1348,7918,4011,3907
1607,2021-09-01,청룡동,2541,1175,1366,8986,4413,4573
1608,2021-09-01,청학동,6366,2756,3610,23934,11846,12088
1609,2021-09-01,초량동,6804,2829,3975,29498,14502,14996
1610,2021-09-01,초읍동,5919,2537,3382,22203,10702,11501
1611,2021-09-01,초장동,1557,655,902,4348,2205,2143
1612,2021-09-01,충무동,623,266,357,2459,1176,1283
1613,2021-09-01,칠산동,1172,486,686,3887,1886,2000
1614,2021-09-01,토성동,1869,798,1071,7380,3528,3852
1615,2021-09-01,하단동,7895,3494,4401,46834,23362,23472
1616,2021-09-01,학장동,5345,2409,2936,28398,14202,14196
1617,2021-09-01,화명동,11309,5138,6171,88703,43474,45229
