idx,시점,지역동,65세이상총합,65세이상남자,65세이상여자,총인구,총인구남자,총인구여자
468,2020-08-01,봉래동,3861,1607,2254,12694,6255,6439
469,2020-08-01,봉림동,410,193,217,1108,588,520
470,2020-08-01,부곡동,11916,5073,6843,55315,26551,28765
471,2020-08-01,부민동,907,389,518,4842,2308,2534
472,2020-08-01,부암동,7226,3146,4080,40937,20065,20872
473,2020-08-01,부용동,585,251,334,3126,1490,1636
474,2020-08-01,부전동,2839,1265,1574,17896,8954,8942
475,2020-08-01,부평동,1422,590,832,4715,2221,2494
476,2020-08-01,사직동,8631,3738,4893,57171,27847,29324
477,2020-08-01,삼락동,1454,662,792,6138,3301,2837
478,2020-08-01,생곡동,75,34,40,708,380,328
479,2020-08-01,서대신동,5800,2427,3373,28912,13675,15237
480,2020-08-01,서동,7386,3240,4146,27774,13954,13820
481,2020-08-01,석대동,42,17,25,145,72,72
482,2020-08-01,선동,153,71,81,485,256,228
483,2020-08-01,성북동,269,125,144,901,476,426
484,2020-08-01,송정동_강서구,284,130,153,2658,1425,1232
485,2020-08-01,송정동_해운대구,2319,942,1377,10076,4876,5200
486,2020-08-01,수안동,2285,1006,1278,12713,6215,6498
487,2020-08-01,수영동,4201,1833,2368,15057,7203,7854
488,2020-08-01,수정동,7089,2891,4198,24374,11794,12580
489,2020-08-01,식만동,171,80,90,461,245,216
490,2020-08-01,신선동,3178,1288,1890,9274,4650,4624
491,2020-08-01,신창동,85,39,46,267,135,132
492,2020-08-01,신평동,5912,2697,3215,34128,17310,16818
493,2020-08-01,신호동,1416,652,765,13288,7128,6161
494,2020-08-01,아미동,2467,1051,1416,7207,3641,3566
495,2020-08-01,안락동,8277,3718,4559,43166,21133,22033
496,2020-08-01,암남동,3198,1367,1831,13808,6802,7006
497,2020-08-01,양정동,6098,2567,3531,33618,15775,17843
498,2020-08-01,엄궁동,3572,1645,1927,28413,14262,14151
499,2020-08-01,연산동,28052,12452,15600,146234,70521,75713
500,2020-08-01,연지동,4402,1863,2539,20652,9777,10875
501,2020-08-01,영선동,3716,1582,2134,13131,6381,6750
502,2020-08-01,영주동,3249,1382,1867,12218,6043,6175
503,2020-08-01,오륜동,33,14,19,194,92,101
504,2020-08-01,온천동,13879,6166,7713,73862,35752,38110
505,2020-08-01,용당동,1614,717,897,8069,4112,3957
506,2020-08-01,용호동,16293,7189,9104,84261,40795,43466
507,2020-08-01,우동,13568,6022,7546,83060,39461,43599
508,2020-08-01,우암동,3655,1579,2076,13552,6708,6844
509,2020-08-01,일광읍,3139,1380,1759,20348,10197,10151
510,2020-08-01,장림동,6209,2847,3362,39746,20353,19393
511,2020-08-01,장안읍,2272,1004,1268,8735,4665,4070
512,2020-08-01,장전동,7196,3014,4182,45679,22573,23106
513,2020-08-01,재송동,9203,4130,5073,64332,31499,32833
514,2020-08-01,전포동,7662,3275,4387,39492,18707,20785
515,2020-08-01,정관읍,8228,3558,4670,81948,40453,41495
516,2020-08-01,좌동,12972,5372,7600,90967,42657,48310
517,2020-08-01,좌천동,3068,1266,1802,11184,5426,5758
518,2020-08-01,주례동,8740,4051,4689,52869,26528,26341
519,2020-08-01,죽동동,170,80,90,461,244,216
520,2020-08-01,죽림동,171,81,91,461,245,217
521,2020-08-01,중동,6593,2863,3730,40585,19425,21160
522,2020-08-01,중앙동,474,232,242,2393,1183,1210
523,2020-08-01,지사동,1048,483,566,9833,5275,4559
524,2020-08-01,창선동,84,38,46,267,135,132
525,2020-08-01,천성동,201,94,108,676,357,318
526,2020-08-01,철마면,2396,1113,1283,8110,4084,4026
527,2020-08-01,청룡동,2453,1131,1322,9343,4582,4762
528,2020-08-01,청학동,6329,2733,3596,25389,12529,12860
529,2020-08-01,초량동,6587,2738,3849,28464,14006,14458
530,2020-08-01,초읍동,5725,2487,3238,22457,10909,11548
531,2020-08-01,초장동,1601,662,939,4734,2365,2369
532,2020-08-01,충무동,598,248,350,2532,1212,1320
533,2020-08-01,칠산동,1197,501,695,4191,2039,2152
534,2020-08-01,토성동,1794,744,1050,7598,3638,3960
535,2020-08-01,하단동,7450,3301,4149,47835,23899,23936
536,2020-08-01,학장동,4983,2239,2744,29407,14712,14695
537,2020-08-01,화명동,10497,4726,5771,89452,43885,45567
538,2020-08-01,화전동,387,179,209,3632,1949,1684
539,2020-08-01,회동동,706,333,373,2570,1356,1213
540,2020-09-01,가야동,7955,3518,4437,37300,18411,18889
541,2020-09-01,감만동,5342,2339,3003,21237,10742,10495
542,2020-09-01,감전동,2976,1345,1631,13923,7377,6546
543,2020-09-01,감천동,6632,2836,3796,26190,13069,13121
544,2020-09-01,강동동,1498,693,805,4519,2400,2119
545,2020-09-01,개금동,10395,4518,5877,58405,28221,30184
546,2020-09-01,거제동,11741,5099,6642,63773,30745,33028
547,2020-09-01,광복동,85,38,46,267,134,132
548,2020-09-01,광안동,13123,5554,7569,67470,31413,36057
549,2020-09-01,괘법동,3434,1652,1782,22009,11410,10599
550,2020-09-01,괴정동,13891,6021,7870,59385,28804,30581
551,2020-09-01,구랑동,19,8,10,176,94,81
552,2020-09-01,구서동,9473,4140,5333,53853,25684,28169
553,2020-09-01,구평동,1568,738,830,11736,5982,5754
554,2020-09-01,구포동,10924,5007,5917,61825,31683,30142
555,2020-09-01,금곡동,8273,3380,4893,39307,19058,20249
556,2020-09-01,금사동,1586,748,838,5733,3028,2705
557,2020-09-01,금성동,269,117,152,1093,533,560
558,2020-09-01,기장읍,10956,4497,6459,53141,25926,27215
559,2020-09-01,낙민동,3642,1602,2041,20178,9857,10322
560,2020-09-01,남부민동,4728,2032,2696,14870,7481,7389
561,2020-09-01,남산동,6322,2750,3572,29881,14622,15259
562,2020-09-01,남천동,5261,2255,3006,26407,12228,14179
563,2020-09-01,남포동,322,151,171,1040,578,462
564,2020-09-01,남항동,1081,449,632,3627,1812,1815
565,2020-09-01,노포동,217,99,117,820,402,418
566,2020-09-01,녹산동,143,67,77,1324,711,613
567,2020-09-01,눌차동,167,77,90,563,297,266
568,2020-09-01,다대동,11846,5180,6666,68557,34102,34455
569,2020-09-01,당감동,9351,3943,5408,46255,22289,23966
570,2020-09-01,당리동,5205,2417,2788,27500,13512,13988
571,2020-09-01,대교동,1080,449,631,3627,1812,1815
572,2020-09-01,대연동,15944,6997,8947,94575,46117,48458
573,2020-09-01,대저1동,2192,1080,1112,6824,3772,3052
574,2020-09-01,대저2동,1662,790,872,7182,4001,3181
575,2020-09-01,대창동,85,39,47,268,135,133
576,2020-09-01,대청동,1646,658,988,6580,3119,3461
577,2020-09-01,대평동,1080,449,631,3626,1812,1814
578,2020-09-01,대항동,134,62,71,450,237,213
579,2020-09-01,덕천동,8463,3543,4920,36346,17936,18410
580,2020-09-01,덕포동,4148,1885,2263,22304,11360,10944
581,2020-09-01,동광동,960,435,525,2935,1471,1464
582,2020-09-01,동대신동,5282,2220,3062,20150,9624,10526
583,2020-09-01,동삼동,10823,4666,6157,43056,21125,21931
584,2020-09-01,동선동,303,141,162,1015,536,480
585,2020-09-01,두구동,600,279,321,1903,1009,895
586,2020-09-01,만덕동,10303,4748,5555,59585,29239,30346
587,2020-09-01,망미동,9196,4050,5146,39570,19133,20437
588,2020-09-01,명륜동,3304,1421,1883,24764,12064,12700
589,2020-09-01,명장동,6241,2859,3382,29843,14575,15268
590,2020-09-01,명지동,5373,2565,2808,78064,39014,39050
591,2020-09-01,모라동,8956,3699,5257,39596,19604,19992
592,2020-09-01,문현동,10456,4400,6056,47680,23347,24333
593,2020-09-01,미음동,38,17,20,352,189,163
594,2020-09-01,민락동,5395,2377,3018,28774,13856,14918
595,2020-09-01,반송동,11241,4565,6677,38963,19172,19792
596,2020-09-01,반여동,13272,5745,7527,74773,36819,37954
597,2020-09-01,범방동,86,39,46,794,426,367
598,2020-09-01,범일동,6398,2730,3668,25589,12712,12877
599,2020-09-01,범전동,1481,657,823,7770,3910,3860
600,2020-09-01,범천동,6741,2873,3868,32795,15848,16947
601,2020-09-01,보수동,2743,1158,1585,10675,5202,5473
602,2020-09-01,복천동,1784,746,1039,6215,3032,3184
603,2020-09-01,봉래동,3872,1615,2257,12634,6228,6406
604,2020-09-01,봉림동,410,195,216,1107,590,517
605,2020-09-01,부곡동,11968,5084,6884,55141,26471,28670
606,2020-09-01,부민동,907,389,519,4842,2309,2534
607,2020-09-01,부암동,7244,3159,4085,41035,20110,20925
608,2020-09-01,부용동,585,250,334,3126,1490,1635
609,2020-09-01,부전동,2847,1274,1574,17852,8945,8907
610,2020-09-01,부평동,1423,589,834,4680,2201,2479
611,2020-09-01,사직동,8661,3742,4919,57109,27802,29307
612,2020-09-01,삼락동,1462,667,795,6105,3285,2820
613,2020-09-01,생곡동,76,35,41,705,378,326
614,2020-09-01,서대신동,5818,2434,3384,28940,13679,15261
615,2020-09-01,서동,7389,3238,4151,27623,13863,13760
616,2020-09-01,석대동,43,17,25,144,72,71
617,2020-09-01,선동,153,71,82,487,257,229
618,2020-09-01,성북동,269,125,144,902,476,426
619,2020-09-01,송정동_강서구,287,133,155,2647,1421,1227
620,2020-09-01,송정동_해운대구,2336,949,1387,10048,4868,5180
621,2020-09-01,수안동,2297,1009,1287,12727,6216,6510
622,2020-09-01,수영동,4236,1844,2392,15045,7200,7845
623,2020-09-01,수정동,7098,2893,4205,24247,11728,12519
624,2020-09-01,식만동,170,81,89,461,246,215
625,2020-09-01,신선동,3174,1287,1887,9248,4643,4605
626,2020-09-01,신창동,85,39,46,267,135,133
627,2020-09-01,신평동,5953,2718,3235,34018,17244,16774
628,2020-09-01,신호동,1434,662,772,13235,7105,6131
629,2020-09-01,아미동,2471,1053,1418,7164,3611,3553
630,2020-09-01,안락동,8325,3736,4589,43049,21066,21983
631,2020-09-01,암남동,3216,1374,1842,13756,6770,6986
632,2020-09-01,양정동,6095,2562,3533,33597,15767,17830
633,2020-09-01,엄궁동,3601,1652,1949,28326,14187,14139
634,2020-09-01,연산동,28233,12545,15688,146589,70662,75927
635,2020-09-01,연지동,4421,1873,2548,20711,9787,10924
636,2020-09-01,영선동,3731,1585,2146,13122,6374,6748
637,2020-09-01,영주동,3269,1386,1883,12202,6042,6160
638,2020-09-01,오륜동,33,14,19,193,92,101
639,2020-09-01,온천동,13978,6217,7761,73916,35806,38110
640,2020-09-01,용당동,1635,731,904,8083,4116,3967
641,2020-09-01,용호동,16402,7234,9168,84167,40739,43428
642,2020-09-01,우동,13603,6046,7557,82939,39421,43518
643,2020-09-01,우암동,3664,1575,2089,13509,6684,6825
644,2020-09-01,일광읍,3185,1408,1777,20911,10473,10438
645,2020-09-01,장림동,6254,2872,3382,39655,20302,19353
646,2020-09-01,장안읍,2283,1012,1271,8723,4653,4070
647,2020-09-01,장전동,7187,3010,4177,45509,22475,23034
648,2020-09-01,재송동,9278,4166,5112,64200,31433,32767
649,2020-09-01,전포동,7683,3280,4403,39397,18644,20753
650,2020-09-01,정관읍,8296,3580,4716,81913,40457,41456
651,2020-09-01,좌동,13018,5392,7626,90746,42523,48223
652,2020-09-01,좌천동,3085,1274,1811,11131,5391,5740
653,2020-09-01,주례동,8798,4075,4723,52789,26480,26309
654,2020-09-01,죽동동,170,80,89,460,245,215
655,2020-09-01,죽림동,171,81,90,461,246,215
656,2020-09-01,중동,6641,2885,3756,40936,19585,21351
657,2020-09-01,중앙동,476,236,240,2412,1193,1219
658,2020-09-01,지사동,1061,490,572,9794,5258,4537
659,2020-09-01,창선동,85,39,46,267,135,132
660,2020-09-01,천성동,201,94,108,677,357,319
661,2020-09-01,철마면,2396,1114,1282,8086,4072,4014
662,2020-09-01,청룡동,2471,1137,1335,9330,4575,4755
663,2020-09-01,청학동,6354,2744,3610,25312,12492,12820
664,2020-09-01,초량동,6618,2755,3863,28443,13990,14453
665,2020-09-01,초읍동,5742,2494,3248,22441,10897,11544
666,2020-09-01,초장동,1599,660,939,4715,2365,2350
667,2020-09-01,충무동,602,249,352,2531,1212,1319
668,2020-09-01,칠산동,1198,500,697,4179,2038,2140
669,2020-09-01,토성동,1807,750,1058,7595,3638,3957
670,2020-09-01,하단동,7489,3317,4172,47687,23781,23906
671,2020-09-01,학장동,5014,2254,2760,29293,14664,14629
672,2020-09-01,화명동,10573,4760,5813,89264,43782,45482
673,2020-09-01,화전동,392,181,211,3618,1942,1676
674,2020-09-01,회동동,710,335,375,2569,1357,1212
675,2020-10-01,가야동,8002,3536,4466,37231,18366,18865
676,2020-10-01,감만동,5339,2333,3006,21119,10678,10441
677,2020-10-01,감전동,3002,1357,1645,13889,7362,6527
678,2020-10-01,감천동,6653,2850,3803,26046,13001,13045
679,2020-10-01,강동동,1502,694,808,4500,2390,2110
680,2020-10-01,개금동,10447,4546,5901,58263,28161,30102
681,2020-10-01,거제동,11784,5116,6668,63641,30683,32958
682,2020-10-01,광복동,85,39,46,266,135,131
683,2020-10-01,광안동,13199,5584,7615,67593,31441,36152
684,2020-10-01,괘법동,3450,1659,1791,21996,11390,10606
685,2020-10-01,괴정동,13934,6036,7898,59130,28667,30463
686,2020-10-01,구랑동,19,8,10,176,94,81
687,2020-10-01,구서동,9510,4157,5353,53753,25614,28139
688,2020-10-01,구평동,1585,746,839,11720,5977,5743
689,2020-10-01,구포동,10969,5032,5937,61697,31592,30105
690,2020-10-01,금곡동,8305,3390,4915,39139,18982,20157
691,2020-10-01,금사동,1590,750,841,5713,3022,2692
692,2020-10-01,금성동,275,118,157,1092,533,559
693,2020-10-01,기장읍,11024,4540,6484,53196,25959,27237
694,2020-10-01,낙민동,3659,1611,2049,20223,9881,10342
695,2020-10-01,남부민동,4744,2036,2708,14778,7422,7356
696,2020-10-01,남산동,6340,2760,3580,29849,14617,15232
697,2020-10-01,남천동,5272,2257,3015,26351,12190,14161
698,2020-10-01,남포동,326,156,170,1044,585,459
699,2020-10-01,남항동,1088,453,636,3645,1820,1825
700,2020-10-01,노포동,217,99,117,817,400,416
701,2020-10-01,녹산동,144,67,77,1323,710,612
702,2020-10-01,눌차동,167,77,90,559,294,265
703,2020-10-01,다대동,11931,5221,6710,68381,34005,34376
704,2020-10-01,당감동,9389,3964,5425,46163,22233,23930
705,2020-10-01,당리동,5246,2435,2811,27455,13484,13971
706,2020-10-01,대교동,1088,452,635,3644,1820,1825
707,2020-10-01,대연동,15980,7009,8971,94365,46040,48325
708,2020-10-01,대저1동,2191,1074,1117,6830,3767,3063
709,2020-10-01,대저2동,1673,797,876,7199,4010,3189
710,2020-10-01,대창동,85,39,46,267,136,131
711,2020-10-01,대청동,1658,666,992,6576,3112,3464
712,2020-10-01,대평동,1087,452,635,3644,1819,1824
713,2020-10-01,대항동,134,62,72,447,235,212
714,2020-10-01,덕천동,8504,3563,4941,36204,17861,18343
715,2020-10-01,덕포동,4159,1886,2273,22250,11327,10923
716,2020-10-01,동광동,966,434,532,2921,1468,1453
717,2020-10-01,동대신동,5278,2213,3065,20055,9574,10481
718,2020-10-01,동삼동,10867,4682,6185,42870,21042,21828
719,2020-10-01,동선동,302,140,163,1007,530,477
720,2020-10-01,두구동,604,282,322,1899,1006,894
721,2020-10-01,만덕동,10347,4776,5571,59458,29189,30269
722,2020-10-01,망미동,9222,4059,5163,39472,19068,20404
723,2020-10-01,명륜동,3295,1418,1877,24675,12032,12643
724,2020-10-01,명장동,6274,2871,3403,29758,14519,15239
725,2020-10-01,명지동,5477,2621,2856,79262,39618,39644
726,2020-10-01,모라동,8993,3710,5283,39491,19551,19940
727,2020-10-01,문현동,10507,4423,6084,47737,23383,24354
728,2020-10-01,미음동,38,17,20,352,189,163
729,2020-10-01,민락동,5422,2395,3027,28711,13842,14869
730,2020-10-01,반송동,11278,4574,6705,38814,19098,19716
731,2020-10-01,반여동,13332,5766,7566,74642,36736,37906
732,2020-10-01,범방동,86,39,46,793,426,367
733,2020-10-01,범일동,6397,2736,3661,25463,12639,12824
734,2020-10-01,범전동,1485,660,824,7775,3912,3862
735,2020-10-01,범천동,6769,2883,3886,32828,15859,16969
736,2020-10-01,보수동,2747,1166,1581,10658,5187,5471
737,2020-10-01,복천동,1776,741,1036,6165,3002,3163
738,2020-10-01,봉래동,3888,1621,2267,12604,6215,6389
739,2020-10-01,봉림동,411,195,216,1105,590,516
740,2020-10-01,부곡동,12036,5115,6921,55105,26425,28681
741,2020-10-01,부민동,914,394,521,4813,2287,2526
742,2020-10-01,부암동,7293,3181,4112,41022,20110,20912
743,2020-10-01,부용동,589,253,335,3107,1476,1631
744,2020-10-01,부전동,2856,1279,1578,17764,8912,8853
745,2020-10-01,부평동,1424,588,836,4671,2199,2472
746,2020-10-01,사직동,8670,3747,4923,57042,27763,29279
747,2020-10-01,삼락동,1464,663,801,6074,3271,2803
748,2020-10-01,생곡동,76,35,41,705,378,326
749,2020-10-01,서대신동,5880,2459,3421,29674,14041,15633
750,2020-10-01,서동,7406,3257,4149,27499,13786,13713
751,2020-10-01,석대동,43,17,25,143,72,71
752,2020-10-01,선동,154,72,82,486,257,228
753,2020-10-01,성북동,269,124,144,896,472,424
754,2020-10-01,송정동_강서구,289,133,156,2646,1421,1226
755,2020-10-01,송정동_해운대구,2330,941,1389,9991,4830,5161
756,2020-10-01,수안동,2307,1015,1291,12755,6232,6523
757,2020-10-01,수영동,4241,1839,2402,14958,7155,7803
758,2020-10-01,수정동,7116,2898,4218,24161,11683,12478
759,2020-10-01,식만동,171,81,90,460,245,215
760,2020-10-01,신선동,3166,1283,1883,9198,4615,4583
761,2020-10-01,신창동,85,39,46,267,136,131
762,2020-10-01,신평동,5979,2730,3249,33892,17185,16707
763,2020-10-01,신호동,1442,665,778,13228,7102,6126
764,2020-10-01,아미동,2459,1048,1411,7126,3598,3528
765,2020-10-01,안락동,8387,3770,4617,42964,21030,21934
766,2020-10-01,암남동,3215,1375,1840,13688,6744,6944
767,2020-10-01,양정동,6113,2574,3539,33590,15759,17831
768,2020-10-01,엄궁동,3603,1649,1954,28158,14097,14061
769,2020-10-01,연산동,28367,12607,15760,146550,70634,75916
770,2020-10-01,연지동,4440,1880,2560,20802,9826,10976
771,2020-10-01,영선동,3735,1586,2149,13059,6338,6721
772,2020-10-01,영주동,3274,1382,1892,12186,6030,6156
773,2020-10-01,오륜동,33,14,19,193,92,100
774,2020-10-01,온천동,14030,6240,7790,73907,35785,38122
775,2020-10-01,용당동,1654,739,915,8086,4118,3968
776,2020-10-01,용호동,16449,7256,9193,83993,40675,43318
777,2020-10-01,우동,13642,6066,7576,82957,39428,43529
778,2020-10-01,우암동,3656,1569,2087,13411,6639,6772
779,2020-10-01,일광읍,3241,1437,1804,21350,10691,10659
780,2020-10-01,장림동,6277,2880,3397,39561,20248,19313
781,2020-10-01,장안읍,2290,1011,1279,8677,4631,4046
782,2020-10-01,장전동,7193,3016,4177,45332,22387,22945
783,2020-10-01,재송동,9315,4191,5124,64125,31426,32699
784,2020-10-01,전포동,7762,3326,4436,40466,19220,21246
785,2020-10-01,정관읍,8356,3594,4762,81888,40427,41461
786,2020-10-01,좌동,13103,5429,7674,90553,42412,48141
787,2020-10-01,좌천동,3088,1269,1819,11117,5377,5740
788,2020-10-01,주례동,8842,4101,4741,52664,26411,26253
789,2020-10-01,죽동동,170,81,89,460,245,214
790,2020-10-01,죽림동,171,81,90,461,246,215
791,2020-10-01,중동,6700,2911,3789,41595,19897,21698
792,2020-10-01,중앙동,477,235,242,2424,1196,1228
793,2020-10-01,지사동,1067,492,576,9789,5256,4534
794,2020-10-01,창선동,85,39,46,267,136,131
795,2020-10-01,천성동,201,93,108,671,353,318
796,2020-10-01,철마면,2401,1112,1289,8056,4053,4003
797,2020-10-01,청룡동,2469,1135,1335,9302,4559,4744
798,2020-10-01,청학동,6394,2761,3633,25245,12459,12786
799,2020-10-01,초량동,6650,2773,3877,28464,13985,14479
800,2020-10-01,초읍동,5767,2499,3268,22413,10896,11517
801,2020-10-01,초장동,1597,660,937,4670,2342,2328
802,2020-10-01,충무동,608,252,355,2521,1205,1315
803,2020-10-01,칠산동,1194,497,696,4144,2018,2126
804,2020-10-01,토성동,1825,759,1067,7564,3617,3948
805,2020-10-01,하단동,7540,3336,4204,47492,23650,23842
806,2020-10-01,학장동,5045,2271,2774,29225,14635,14590
807,2020-10-01,화명동,10619,4782,5837,89009,43667,45342
808,2020-10-01,화전동,394,182,213,3616,1942,1675
809,2020-10-01,회동동,712,335,376,2561,1354,1206
810,2021-04-01,가야동,8038,3572,4466,36449,17979,18470
811,2021-04-01,감만동,5376,2353,3023,20348,10261,10087
812,2021-04-01,감전동,3043,1381,1662,13615,7212,6403
813,2021-04-01,감천동,6665,2889,3776,25219,12572,12647
814,2021-04-01,강동동,1470,681,789,4335,2308,2027
815,2021-04-01,개금동,10654,4641,6013,57368,27725,29643
816,2021-04-01,거제동,11913,5223,6690,62693,30225,32468
817,2021-04-01,광복동,85,38,47,262,132,129
818,2021-04-01,광안동,13472,5735,7737,67668,31489,36179
